Irányítószám,Település,Megye
3765,Komjáti,Heves
7305,Komló,Borsod-Abaúj-Zemplén
7300,Komló,Vas
3372,Kömlõ,Békés
2853,Kömlõd,Gyõr-Moson-Sopron
4765,Komlódtótfalu,Hajdú-Bihar
7582,Komlósd,Gyõr-Moson-Sopron
3937,Komlóska,Tolna
4622,Komoró,Borsod-Abaúj-Zemplén
4943,Kömörõ,Gyõr-Moson-Sopron
6134,Kömpöc,Baranya
3356,Kompolt,Pest
3775,Kondó,Pest
9943,Kondorfa,Szabolcs-Szatmár-Bereg
5553,Kondoros,Baranya
9144,Kóny,Baranya
4133,Konyár,Borsod-Abaúj-Zemplén
9495,Kópháza,Nógrád
7094,Koppányszántó,Baranya
3886,Korlát,Zala
9909,Körmend,Baranya
9900,Körmend,Vas
2851,Környe,Baranya
3577,Köröm,Somogy
9113,Koroncó,Szabolcs-Szatmár-Bereg
7841,Kórós,Tolna
8617,Kõröshegy,Baranya
5516,Körösladány,Heves
5539,Körösnagyharsány,Komárom-Esztergom
4136,Körösszakál,Szabolcs-Szatmár-Bereg
4135,Körösszegapáti,Bács-Kiskun
5622,Köröstarcsa,Vas
2745,Kõröstetétlen,Vas
5536,Körösújfalu,Komárom-Esztergom
2612,Kosd,Borsod-Abaúj-Zemplén
2625,Kóspallag,Somogy
8152,Kõszárhegy,Békés
9730,Kõszeg,Békés
9725,Kõszegdoroszló,Békés
9739,Kõszegpaty,Pest
9725,Kõszegszerdahely,Békés
4482,Kótaj,Hajdú-Bihar
8627,Kötcse,Hajdú-Bihar
5725,Kötegyán,Fejér
5062,Kõtelek,Vas
7847,Kovácshida,Vas
7678,Kovácsszénája,Vas
3992,Kovácsvágás,Vas
8254,Kõvágóörs,Somogy
7673,Kõvágószõlõs,Békés
7675,Kõvágótõttõs,Jász-Nagykun-Szolnok
6912,Kövegy,Veszprém
8274,Köveskál,Baranya
3053,Kozárd,Baranya
7761,Kozármisleny,Csongrád
8988,Kozmadombja,Veszprém
3821,Krasznokvajda,Borsod-Abaúj-Zemplén
6755,Kübekháza,Fejér
2458,Kulcs,Bács-Kiskun
8978,Külsõsárd,Békés
9532,Külsõvat,Bács-Kiskun
6097,Kunadacs,Bács-Kiskun
5746,Kunágota,Jász-Nagykun-Szolnok
6435,Kunbaja,Bács-Kiskun
6043,Kunbaracs,Jász-Nagykun-Szolnok
5412,Kuncsorba,Jász-Nagykun-Szolnok
6413,Kunfehértó,Bács-Kiskun
8162,Küngös,Bács-Kiskun
5340,Kunhegyes,Jász-Nagykun-Szolnok
5321,Kunmadaras,Jász-Nagykun-Szolnok
6096,Kunpeszér,Bács-Kiskun
6115,Kunszállás,Gyõr-Moson-Sopron
5449,Kunszentmárton,Veszprém
5440,Kunszentmárton,Borsod-Abaúj-Zemplén
6090,Kunszentmiklós,Tolna
9184,Kunsziget,Borsod-Abaúj-Zemplén
8595,Kup,Zala
3813,Kupa,Somogy
7226,Kurd,Nógrád
3732,Kurityán,Csongrád
8919,Kustánszeg,Zala
7541,Kutas,Veszprém
3066,Kutasó,Veszprém
2541,Lábatlan,Komárom-Esztergom
7551,Lábod,Somogy
3967,Lácacséke,Borsod-Abaúj-Zemplén
7535,Lad,Somogy
6045,Ladánybene,Bács-Kiskun
3780,Ládbesenyõ,Borsod-Abaúj-Zemplén
8136,Lajoskomárom,Fejér
6050,Lajosmizse,Bács-Kiskun
3786,Lak,Borsod-Abaúj-Zemplén
8913,Lakhegy,Zala
6065,Lakitelek,Bács-Kiskun
7918,Lakócsa,Somogy
7759,Lánycsók,Baranya
7214,Lápafõ,Tolna
7775,Lapáncsa,Baranya
4543,Laskod,Szabolcs-Szatmár-Bereg
8887,Lasztonya,Zala
8681,Látrány,Somogy
9089,Lázi,Gyõr-Moson-Sopron
2016,Leányfalu,Pest
2518,Leányvár,Komárom-Esztergom
9155,Lébény,Gyõr-Moson-Sopron
2619,Legénd,Nógrád
3904,Legyesbénye,Borsod-Abaúj-Zemplén
3832,Léh,Borsod-Abaúj-Zemplén
3648,Lénárddaróc,Borsod-Abaúj-Zemplén
8978,Lendvadedes,Zala
8977,Lendvajakabfa,Zala
7184,Lengyel,Tolna
8693,Lengyeltóti,Somogy
8966,Lenti,Zala
8960,Lenti,Zala
8132,Lepsény,Fejér
8318,Lesencefalu,Veszprém
8319,Lesenceistvánd,Veszprém
8318,Lesencetomaj,Veszprém
4281,Létavértes,Hajdú-Bihar
4283,Létavértes,Hajdú-Bihar
8868,Letenye,Zala
2632,Letkés,Pest
9221,Levél,Gyõr-Moson-Sopron
4555,Levelek,Szabolcs-Szatmár-Bereg
8707,Libickozma,Somogy
8981,Lickóvadamos,Zala
7331,Liget,Baranya
8782,Ligetfalva,Zala
9233,Lipót,Gyõr-Moson-Sopron
7781,Lippó,Baranya
7757,Liptód,Baranya
8888,Lispeszentadorján,Zala
8831,Liszó,Zala
8196,Litér,Veszprém
3866,Litka,Borsod-Abaúj-Zemplén
3186,Litke,Nógrád
9634,Lócs,Vas
5743,Lõkösháza,Veszprém
8425,Lókút,Szabolcs-Szatmár-Bereg
4836,Lónya,Pest
2309,Lórév,Baranya
3022,Lõrinci,Veszprém
3024,Lõrinci,Fejér
3021,Lõrinci,Baranya
7761,Lothárd,Zala
8228,Lovas,Veszprém
8093,Lovasberény,Békés
7720,Lovászhetény,Heves
8878,Lovászi,Heves
8553,Lovászpatona,Heves
9461,Lövõ,Gyõr-Moson-Sopron
4633,Lövõpetri,Szabolcs-Szatmár-Bereg
3129,Lucfalva,Nógrád
3188,Ludányhalászi,Nógrád
3274,Ludas,Heves
9724,Lukácsháza,Vas
8660,Lulla,Somogy
7838,Lúzsok,Baranya
3909,Mád,Borsod-Abaúj-Zemplén
6456,Madaras,Bács-Kiskun
7026,Madocsa,Tolna
9169,Maglóca,Gyõr-Moson-Sopron
2234,Maglód,Pest
7342,Mágocs,Baranya
4953,Magosliget,Szabolcs-Szatmár-Bereg
4556,Magy,Szabolcs-Szatmár-Bereg
8071,Magyaralmás,Fejér
7463,Magyaratád,Somogy
5667,Magyarbánhegyes,Békés
7775,Magyarbóly,Baranya
6932,Magyarcsanád,Csongrád
5838,Magyardombegyház,Békés
7332,Magyaregregy,Baranya
7441,Magyaregres,Somogy
8973,Magyarföld,Zala
3133,Magyargéc,Nógrád
8517,Magyargencs,Veszprém
7394,Magyarhertelend,Baranya
4137,Magyarhomorog,Hajdú-Bihar
9346,Magyarkeresztúr,Gyõr-Moson-Sopron
7098,Magyarkeszi,Tolna
9962,Magyarlak,Vas
7925,Magyarlukafa,Baranya
7954,Magyarmecske,Baranya
9909,Magyarnádalja,Vas
2694,Magyarnándor,Nógrád
8449,Magyarpolány,Veszprém
7761,Magyarsarlós,Baranya
9912,Magyarszecsõd,Vas
7396,Magyarszék,Baranya
8776,Magyarszentmiklós,Zala
8776,Magyarszerdahely,Zala
9946,Magyarszombatfa,Vas
7954,Magyartelek,Baranya
2339,Majosháza,Pest
7783,Majs,Baranya
2322,Makád,Pest
3959,Makkoshotyka,Borsod-Abaúj-Zemplén
3397,Maklár,Heves
6903,Makó,Csongrád
6900,Makó,Csongrád
8533,Malomsok,Veszprém
3434,Mályi,Borsod-Abaúj-Zemplén
3645,Mályinka,Borsod-Abaúj-Zemplén
4942,Mánd,Szabolcs-Szatmár-Bereg
4644,Mándok,Szabolcs-Szatmár-Bereg
7304,Mánfa,Baranya
2065,Mány,Fejér
7733,Maráza,Baranya
9534,Marcalgergelyi,Veszprém
8714,Marcali,Somogy
8709,Marcali,Somogy
8700,Marcali,Somogy
8531,Marcaltõ,Veszprém
8532,Marcaltõ,Veszprém
7817,Márfa,Baranya
2527,Máriahalom,Komárom-Esztergom
9231,Máriakálnok,Gyõr-Moson-Sopron
7663,Máriakéménd,Baranya
2629,Márianosztra,Pest
4326,Máriapócs,Szabolcs-Szatmár-Bereg
3262,Markaz,Heves
3075,Márkháza,Nógrád
8441,Márkó,Veszprém
7967,Markóc,Baranya
9164,Markotabödöge,Gyõr-Moson-Sopron
8888,Maróc,Zala
7960,Marócsa,Baranya
7774,Márok,Baranya
8976,Márokföld,Zala
4932,Márokpapi,Szabolcs-Szatmár-Bereg
6921,Maroslele,Csongrád
6636,Mártély,Csongrád
5435,Martfû,Jász-Nagykun-Szolnok
7720,Martonfa,Baranya
2462,Martonvásár,Fejér
3755,Martonyi,Borsod-Abaúj-Zemplén
4700,Mátészalka,Szabolcs-Szatmár-Bereg
6452,Mátételke,Bács-Kiskun
3247,Mátraballa,Heves
3246,Mátraderecske,Heves
3155,Mátramindszent,Nógrád
3144,Mátranovák,Nógrád
3143,Mátranovák,Nógrád
3142,Mátraszele,Nógrád
3234,Mátraszentimre,Heves
3235,Mátraszentimre,Heves
3068,Mátraszõlõs,Nógrád
3145,Mátraterenye,Nógrád
3146,Mátraterenye,Nógrád
3077,Mátraverebély,Nógrád
7854,Matty,Fejér
8134,Mátyásdomb,Baranya
4835,Mátyus,Szabolcs-Szatmár-Bereg
7351,Máza,Baranya
7695,Mecseknádasd,Baranya
7300,Mecsekpölöske,Baranya
9176,Mecsér,Gyõr-Moson-Sopron
5664,Medgyesbodzás,Békés
5663,Medgyesbodzás,Békés
5752,Medgyesegyháza,Békés
5666,Medgyesegyháza,Békés
7057,Medina,Tolna
9757,Meggyeskovácsi,Vas
3718,Megyaszó,Borsod-Abaúj-Zemplén
9754,Megyehid,Vas
8348,Megyer,Veszprém
5726,Méhkerék,Békés
4975,Méhtelek,Szabolcs-Szatmár-Bereg
7344,Mekényes,Baranya
6449,Mélykút,Bács-Kiskun
8271,Mencshely,Veszprém
2235,Mende,Pest
3871,Méra,Borsod-Abaúj-Zemplén
7981,Merenye,Baranya
9136,Mérges,Gyõr-Moson-Sopron
4352,Mérk,Szabolcs-Szatmár-Bereg
7453,Mernye,Somogy
9531,Mersevát,Vas
9662,Mesterháza,Vas
9551,Mesteri,Vas
5452,Mesterszállás,Jász-Nagykun-Szolnok
3754,Meszes,Borsod-Abaúj-Zemplén
9745,Meszlen,Vas
8716,Mesztegnyõ,Somogy
5650,Mezõberény,Békés
3450,Mezõcsát,Borsod-Abaúj-Zemplén
7434,Mezõcsokonya,Somogy
7370,Mezõd,Baranya
2422,Mezõfalva,Fejér
5732,Mezõgyán,Békés
5820,Mezõhegyes,Békés
5453,Mezõhék,Jász-Nagykun-Szolnok
3441,Mezõkeresztes,Borsod-Abaúj-Zemplén
8137,Mezõkomárom,Fejér
5800,Mezõkovácsháza,Békés
3400,Mezõkövesd,Borsod-Abaúj-Zemplén
4641,Mezõladány,Szabolcs-Szatmár-Bereg
8514,Mezõlak,Veszprém
3443,Mezõnagymihály,Borsod-Abaúj-Zemplén
3421,Mezõnyárád,Borsod-Abaúj-Zemplén
9098,Mezõörs,Gyõr-Moson-Sopron
9097,Mezõörs,Gyõr-Moson-Sopron
4118,Mezõpeterd,Hajdú-Bihar
4134,Mezõsas,Hajdú-Bihar
3378,Mezõszemere,Heves
8133,Mezõszentgyörgy,Fejér
7017,Mezõszilas,Fejér
3375,Mezõtárkány,Heves
5400,Mezõtúr,Jász-Nagykun-Szolnok
3931,Mezõzombor,Borsod-Abaúj-Zemplén
8825,Miháld,Zala
8341,Mihályfa,Zala
3184,Mihálygerge,Nógrád
8513,Mihályháza,Veszprém
9342,Mihályi,Gyõr-Moson-Sopron
7512,Mike,Somogy
2736,Mikebuda,Pest
8949,Mikekarácsonyfa,Zala
4271,Mikepércs,Hajdú-Bihar
7286,Miklósi,Somogy
3344,Mikófalva,Heves
3989,Mikóháza,Borsod-Abaúj-Zemplén
9835,Mikosszéplak,Vas
8917,Milejszeg,Zala
4948,Milota,Szabolcs-Szatmár-Bereg
6630,Mindszent,Csongrád
7391,Mindszentgodisa,Baranya
8282,Mindszentkálla,Veszprém
8935,Misefa,Zala
6343,Miske,Bács-Kiskun
3510,Miskolc,Borsod-Abaúj-Zemplén
3515,Miskolc,Borsod-Abaúj-Zemplén
3516,Miskolc,Borsod-Abaúj-Zemplén
3508,Miskolc,Borsod-Abaúj-Zemplén
3517,Miskolc,Borsod-Abaúj-Zemplén
3518,Miskolc,Borsod-Abaúj-Zemplén
3521,Miskolc,Borsod-Abaúj-Zemplén
3519,Miskolc,Borsod-Abaúj-Zemplén
3500,Miskolc,Borsod-Abaúj-Zemplén
3501,Miskolc,Borsod-Abaúj-Zemplén
3524,Miskolc,Borsod-Abaúj-Zemplén
3525,Miskolc,Borsod-Abaúj-Zemplén
3526,Miskolc,Borsod-Abaúj-Zemplén
3527,Miskolc,Borsod-Abaúj-Zemplén
3528,Miskolc,Borsod-Abaúj-Zemplén
3529,Miskolc,Borsod-Abaúj-Zemplén
3530,Miskolc,Borsod-Abaúj-Zemplén
3531,Miskolc,Borsod-Abaúj-Zemplén
3532,Miskolc,Borsod-Abaúj-Zemplén
3533,Miskolc,Borsod-Abaúj-Zemplén
3534,Miskolc,Borsod-Abaúj-Zemplén
3535,Miskolc,Borsod-Abaúj-Zemplén
7065,Miszla,Tolna
2911,Mocsa,Komárom-Esztergom
7163,Mõcsény,Pest
2146,Mogyoród,Komárom-Esztergom
2535,Mogyorósbánya,Borsod-Abaúj-Zemplén
3893,Mogyoróska,Fejér
8042,Moha,Baranya
7715,Mohács,Baranya
7714,Mohács,Baranya
7700,Mohács,Nógrád
2698,Mohora,Zala
8863,Molnári,Vas
9912,Molnaszecsõd,Baranya
7981,Molvány,Borsod-Abaúj-Zemplén
3812,Monaj,Borsod-Abaúj-Zemplén
3905,Monok,Pest
2213,Monor,Pest
2200,Monor,Heves
3345,Mónosbél,Veszprém
8296,Monostorapáti,Hajdú-Bihar
4275,Monostorpályi,Veszprém
8273,Monoszló,Baranya
7751,Monyoród,Fejér
8060,Mór,Tolna
7165,Mórágy,Csongrád
6782,Mórahalom,Bács-Kiskun
6132,Móricgát,Gyõr-Moson-Sopron
9131,Mórichida,Somogy
7257,Mosdós,Gyõr-Moson-Sopron
9200,Mosonmagyaróvár,Gyõr-Moson-Sopron
9183,Mosonszentmiklós,Gyõr-Moson-Sopron
9154,Mosonszentmiklós,Gyõr-Moson-Sopron
9245,Mosonszolnok,Baranya
7932,Mozsgó,Tolna
7185,Mucsfa,Tolna
7195,Mucsi,Tolna
3744,Múcsony,Borsod-Abaúj-Zemplén
3552,Muhi,Borsod-Abaúj-Zemplén
8834,Murakeresztúr,Zala
8868,Murarátka,Zala
8872,Muraszemenye,Zala
7176,Murga,Tolna
5672,Murony,Békés
4911,Nábrád,Szabolcs-Szatmár-Bereg
8097,Nadap,Fejér
9915,Nádasd,Vas
8145,Nádasdladány,Fejér
4181,Nádudvar,Hajdú-Bihar
8674,Nágocs,Somogy
8521,Nagyacsád,Veszprém
8484,Nagyalásony,Veszprém
4922,Nagyar,Szabolcs-Szatmár-Bereg
7500,Nagyatád,Somogy
9063,Nagybajcs,Gyõr-Moson-Sopron
7561,Nagybajom,Somogy
8821,Nagybakónak,Zala
5668,Nagybánhegyes,Békés
6527,Nagybaracska,Bács-Kiskun
3641,Nagybarca,Borsod-Abaúj-Zemplén
3075,Nagybárkány,Nógrád
8656,Nagyberény,Somogy
7255,Nagyberki,Somogy
2634,Nagybörzsöny,Pest
7756,Nagybudmér,Baranya
9485,Nagycenk,Gyõr-Moson-Sopron
7838,Nagycsány,Baranya
3598,Nagycsécs,Borsod-Abaúj-Zemplén
8628,Nagycsepely,Somogy
4445,Nagycserkesz,Szabolcs-Szatmár-Bereg
8554,Nagydém,Veszprém
4823,Nagydobos,Szabolcs-Szatmár-Bereg
7985,Nagydobsza,Baranya
7044,Nagydorog,Tolna
4355,Nagyecsed,Szabolcs-Szatmár-Bereg
6917,Nagyér,Csongrád
8415,Nagyesztergár,Veszprém
3282,Nagyfüged,Heves
9664,Nagygeresd,Vas
8356,Nagygörbõ,Zala
8551,Nagygyimót,Veszprém
7343,Nagyhajmás,Baranya
4485,Nagyhalász,Szabolcs-Szatmár-Bereg
7822,Nagyharsány,Baranya
4064,Nagyhegyes,Hajdú-Bihar
4977,Nagyhódos,Szabolcs-Szatmár-Bereg
3994,Nagyhuta,Borsod-Abaúj-Zemplén
2942,Nagyigmánd,Komárom-Esztergom
5363,Nagyiván,Jász-Nagykun-Szolnok
4320,Nagykálló,Szabolcs-Szatmár-Bereg
5751,Nagykamarás,Békés
8831,Nagykanizsa,Zala
8808,Nagykanizsa,Zala
8809,Nagykanizsa,Zala
8800,Nagykanizsa,Zala
8935,Nagykapornak,Zala
2425,Nagykarácsony,Fejér
2760,Nagykáta,Pest
4127,Nagykereki,Hajdú-Bihar
3129,Nagykeresztúr,Nógrád
3844,Nagykinizs,Borsod-Abaúj-Zemplén
3012,Nagykökényes,Tolna
9784,Nagykölked,Somogy
7092,Nagykónyi,Pest
2750,Nagykõrös,Baranya
7545,Nagykorpád,Heves
5065,Nagykörû,Vas
2094,Nagykovácsi,Pest
7741,Nagykozár,Jász-Nagykun-Szolnok
8911,Nagykutas,Zala
6933,Nagylak,Csongrád
8983,Nagylengyel,Zala
3175,Nagylóc,Nógrád
2435,Nagylók,Fejér
9482,Nagylózs,Gyõr-Moson-Sopron
6622,Nagymágocs,Csongrád
7355,Nagymányok,Tolna
2626,Nagymaros,Pest
9913,Nagymizdó,Vas
7784,Nagynyárád,Baranya
2645,Nagyoroszi,Nógrád
8912,Nagypáli,Zala
7731,Nagypall,Baranya
7912,Nagypeterd,Baranya
8496,Nagypirit,Veszprém
4173,Nagyrábé,Hajdú-Bihar
8746,Nagyrada,Zala
9938,Nagyrákos,Vas
8756,Nagyrécse,Zala
3214,Nagyréde,Heves
5463,Nagyrév,Jász-Nagykun-Szolnok
3965,Nagyrozvágy,Borsod-Abaúj-Zemplén
2524,Nagysáp,Komárom-Esztergom
9561,Nagysimonyi,Vas
8739,Nagyszakácsi,Somogy
7085,Nagyszékely,Tolna
4962,Nagyszekeres,Szabolcs-Szatmár-Bereg
5931,Nagyszénás,Békés
9072,Nagyszentjános,Gyõr-Moson-Sopron
7097,Nagyszokoly,Tolna
3398,Nagytálya,Heves
2142,Nagytarcsa,Pest
8562,Nagytevel,Veszprém
9832,Nagytilaj,Vas
6612,Nagytõke,Baranya
7800,Nagytótfalu,Csongrád
3357,Nagyút,Heves
4812,Nagyvarsány,Szabolcs-Szatmár-Bereg
7912,Nagyváty,Baranya
8291,Nagyvázsony,Veszprém
7186,Nagyvejke,Tolna
8065,Nagyveleg,Fejér
2421,Nagyvenyim,Fejér
3349,Nagyvisnyó,Heves
7215,Nak,Tolna
4552,Napkor,Szabolcs-Szatmár-Bereg
9797,Nárai,Vas
9793,Narda,Vas
2899,Naszály,Komárom-Esztergom
3463,Négyes,Borsod-Abaúj-Zemplén
3646,Nekézseny,Borsod-Abaúj-Zemplén
8923,Nemesapáti,Zala
3592,Nemesbikk,Borsod-Abaúj-Zemplén
9749,Nemesbõd,Szabolcs-Szatmár-Bereg
4942,Nemesborzova,Vas
8371,Nemesbük,Zala
9739,Nemescsó,Vas
8722,Nemesdéd,Somogy
8522,Nemesgörzsöny,Veszprém
8284,Nemesgulács,Veszprém
8471,Nemeshany,Veszprém
8925,Nemeshetés,Zala
7981,Nemeske,Baranya
9471,Nemeskér,Gyõr-Moson-Sopron
9548,Nemeskeresztúr,Vas
8717,Nemeskisfalud,Somogy
9542,Nemeskocs,Vas
9775,Nemeskolta,Vas
9663,Nemesládony,Vas
9953,Nemesmedves,Vas
6345,Nemesnádudvar,Bács-Kiskun
8976,Nemesnép,Zala
8856,Nemespátró,Zala
8915,Nemesrádó,Zala
9782,Nemesrempehollós,Vas
8925,Nemessándorháza,Zala
9533,Nemesszalók,Veszprém
8925,Nemesszentandrás,Zala
8248,Nemesvámos,Veszprém
8738,Nemesvid,Somogy
8311,Nemesvita,Veszprém
8581,Németbánya,Veszprém
8918,Németfalu,Zala
7039,Németkér,Tolna
3152,Nemti,Nógrád
2544,Neszmély,Komárom-Esztergom
2618,Nézsa,Nógrád
9652,Nick,Vas
8706,Nikla,Somogy
2642,Nógrád,Nógrád
2691,Nógrádkövesd,Nógrád
2675,Nógrádmarcal,Nógrád
3132,Nógrádmegyer,Nógrád
2685,Nógrádsáp,Nógrád
3179,Nógrádsipek,Nógrád
3187,Nógrádszakál,Nógrád
8591,Nóráp,Veszprém
8456,Noszlop,Veszprém
3325,Noszvaj,Heves
2610,Nõtincs,Zala
8948,Nova,Heves
3327,Novaj,Borsod-Abaúj-Zemplén
3872,Novajidrány,Nógrád
9096,Nyalka,Gyõr-Moson-Sopron
8512,Nyárád,Veszprém
2723,Nyáregyháza,Pest
6032,Nyárlõrinc,Bács-Kiskun
2712,Nyársapát,Pest
3433,Nyékládháza,Borsod-Abaúj-Zemplén
2537,Nyergesújfalu,Komárom-Esztergom
2536,Nyergesújfalu,Komárom-Esztergom
3809,Nyésta,Borsod-Abaúj-Zemplén
8612,Nyim,Somogy
4264,Nyírábrány,Hajdú-Bihar
4262,Nyíracsád,Hajdú-Bihar
8454,Nyirád,Veszprém
4253,Nyíradony,Hajdú-Bihar
4252,Nyíradony,Hajdú-Bihar
4254,Nyíradony,Hajdú-Bihar
4300,Nyírbátor,Szabolcs-Szatmár-Bereg
4372,Nyírbéltek,Szabolcs-Szatmár-Bereg
4361,Nyírbogát,Szabolcs-Szatmár-Bereg
4511,Nyírbogdány,Szabolcs-Szatmár-Bereg
4356,Nyírcsaholy,Szabolcs-Szatmár-Bereg
4331,Nyírcsászári,Szabolcs-Szatmár-Bereg
4332,Nyírderzs,Szabolcs-Szatmár-Bereg
4405,Nyíregyháza,Szabolcs-Szatmár-Bereg
4246,Nyíregyháza,Szabolcs-Szatmár-Bereg
4433,Nyíregyháza,Szabolcs-Szatmár-Bereg
4412,Nyíregyháza,Szabolcs-Szatmár-Bereg
4432,Nyíregyháza,Szabolcs-Szatmár-Bereg
4551,Nyíregyháza,Szabolcs-Szatmár-Bereg
4431,Nyíregyháza,Szabolcs-Szatmár-Bereg
4481,Nyíregyháza,Szabolcs-Szatmár-Bereg
4400,Nyíregyháza,Szabolcs-Szatmár-Bereg
4362,Nyírgelse,Szabolcs-Szatmár-Bereg
4311,Nyírgyulaj,Szabolcs-Szatmár-Bereg
3997,Nyíri,Borsod-Abaúj-Zemplén
4535,Nyíribrony,Szabolcs-Szatmár-Bereg
4541,Nyírjákó,Szabolcs-Szatmár-Bereg
4544,Nyírkarász,Szabolcs-Szatmár-Bereg
4333,Nyírkáta,Szabolcs-Szatmár-Bereg
4537,Nyírkércs,Szabolcs-Szatmár-Bereg
4632,Nyírlövõ,Szabolcs-Szatmár-Bereg
4371,Nyírlugos,Szabolcs-Szatmár-Bereg
4564,Nyírmada,Szabolcs-Szatmár-Bereg
4263,Nyírmártonfalva,Hajdú-Bihar
4722,Nyírmeggyes,Szabolcs-Szatmár-Bereg
4363,Nyírmihálydi,Szabolcs-Szatmár-Bereg
4822,Nyírparasznya,Szabolcs-Szatmár-Bereg
4531,Nyírpazony,Szabolcs-Szatmár-Bereg
4376,Nyírpilis,Szabolcs-Szatmár-Bereg
4522,Nyírtass,Szabolcs-Szatmár-Bereg
4461,Nyírtelek,Szabolcs-Szatmár-Bereg
4554,Nyírtét,Szabolcs-Szatmár-Bereg
4532,Nyírtura,Szabolcs-Szatmár-Bereg
4341,Nyírvasvári,Szabolcs-Szatmár-Bereg
9682,Nyõgér,Borsod-Abaúj-Zemplén
3795,Nyomár,Vas
7912,Nyugotszenterzsébet,Baranya
9082,Nyúl,Gyõr-Moson-Sopron
7695,Óbánya,Baranya
2063,Óbarok,Fejér
8272,Óbudavár,Veszprém
8292,Öcs,Pest
2364,Ócsa,Baranya
7814,Ócsárd,Baranya
7143,Õcsény,Szabolcs-Szatmár-Bereg
5451,Öcsöd,Csongrád
7695,Ófalu,Zala
4558,Ófehértó,Békés
6923,Óföldeák,Baranya
8342,Óhid,Baranya
5534,Okány,Baranya
7957,Okorág,Vas
4755,Ököritófülpös,Veszprém
7681,Okorvölgy,Borsod-Abaúj-Zemplén
7745,Olasz,Szabolcs-Szatmár-Bereg
9824,Olaszfa,Szabolcs-Szatmár-Bereg
8414,Olaszfalu,Baranya
3933,Olaszliszka,Vas
9621,Ölbõ,Zala
4826,Olcsva,Borsod-Abaúj-Zemplén
4914,Olcsvaapáti,Borsod-Abaúj-Zemplén
7824,Old,Szabolcs-Szatmár-Bereg
9733,Ólmod,Csongrád
8886,Oltárc,Zala
4373,Ömböly,Somogy
3562,Onga,Somogy
3551,Ónod,Bács-Kiskun
4821,Ópályi,Vas
6767,Ópusztaszer,Baranya
4336,Õr,Bács-Kiskun
8935,Orbányosfa,Zala
2162,Õrbottyán,Borsod-Abaúj-Zemplén
7400,Orci,Békés
8635,Ordacsehi,Békés
6335,Ordas,Békés
6311,Öregcsertõ,Békés
8697,Öreglak,Veszprém
9982,Orfalu,Komárom-Esztergom
7677,Orfû,Baranya
6077,Orgovány,Zala
2671,Õrhalom,Zala
9933,Õrimagyarósd,Gyõr-Moson-Sopron
9941,Õriszentpéter,Vas
2377,Örkény,Heves
8983,Ormándlak,Vas
5222,Örményes,Borsod-Abaúj-Zemplén
5556,Örménykút,Somogy
3743,Ormosbánya,Borsod-Abaúj-Zemplén
5904,Orosháza,Borsod-Abaúj-Zemplén
5903,Orosháza,Borsod-Abaúj-Zemplén
5905,Orosháza,Borsod-Abaúj-Zemplén
5900,Orosháza,Borsod-Abaúj-Zemplén
8458,Oroszi,Borsod-Abaúj-Zemplén
2840,Oroszlány,Borsod-Abaúj-Zemplén
7370,Oroszló,Borsod-Abaúj-Zemplén
8744,Orosztony,Baranya
8954,Ortaháza,Zala
8854,Õrtilos,Tolna
8242,Örvényes,Veszprém
2610,Õsagárd,Tolna
8161,Õsi,Jász-Nagykun-Szolnok
8191,Öskü,Szabolcs-Szatmár-Bereg
9354,Osli,Vas
9512,Ostffyasszonyfa,Szabolcs-Szatmár-Bereg
3326,Ostoros,Szabolcs-Szatmár-Bereg
9825,Oszkó,Pest
3591,Oszlár,Bács-Kiskun
7444,Osztopán,Somogy
9153,Öttevény,Nógrád
6784,Öttömös,Vas
7511,Ötvöskónyi,Vas
3604,Ózd,Pest
3651,Ózd,Jász-Nagykun-Szolnok
3661,Ózd,Békés
3603,Ózd,Somogy
3662,Ózd,Veszprém
3625,Ózd,Nógrád
3621,Ózd,Veszprém
3600,Ózd,Veszprém
7836,Ózdfalu,Gyõr-Moson-Sopron
8998,Ozmánbük,Csongrád
7086,Ozora,Somogy
3964,Pácin,Borsod-Abaúj-Zemplén
8761,Pacsa,Zala
9823,Pácsony,Vas
8935,Padár,Zala
6075,Páhi,Bács-Kiskun
8956,Páka,Zala
8799,Pakod,Zala
8095,Pákozd,Fejér
7027,Paks,Tolna
7030,Paks,Tolna
7370,Palé,Baranya
7042,Pálfa,Tolna
8990,Pálfiszeg,Zala
3994,Pálháza,Borsod-Abaúj-Zemplén
9345,Páli,Gyõr-Moson-Sopron
7771,Palkonya,Baranya
7561,Pálmajor,Somogy
6112,Pálmonostora,Bács-Kiskun
7727,Palotabozsok,Baranya
3042,Palotás,Nógrád
8229,Paloznak,Veszprém
3821,Pamlény,Borsod-Abaúj-Zemplén
8698,Pamuk,Somogy
2214,Pánd,Pest
9937,Pankasz,Vas
9090,Pannonhalma,Gyõr-Moson-Sopron
3898,Pányok,Borsod-Abaúj-Zemplén
4913,Panyola,Szabolcs-Szatmár-Bereg
4631,Pap,Szabolcs-Szatmár-Bereg
8511,Pápa,Veszprém
8591,Pápa,Veszprém
8598,Pápa,Veszprém
8500,Pápa,Veszprém
8593,Pápadereske,Veszprém
8596,Pápakovácsi,Veszprém
8594,Pápasalamon,Veszprém
8556,Pápateszér,Veszprém
8183,Papkeszi,Veszprém
9515,Pápoc,Vas
